"500061272333|10{20{30{40{50{60{70{80{90{100{110{120{130|IR - GERADOR DE ENERGIA{V.NIVEL OLEO LUBRIFICANTE{V.NIVEL DE LIQUIDO REFRIGERANTE{V.NIVEL DO TANQUE DE COMBUS{V.DANOS NO MOTOR{V.DANOS NAS MANGUEIRAS{V.ABACADEIRAS FROUXAS{V.CORREIA SOLTA OU DESFIADA{V.RUÍDOS DO MOTOR{V.BOIA DE COMBUSTIVEL{V.CONEXÕES DA BATERIA{V.INDICADOR DE FILTRO DE AR{LIMPAR FILTRO DE AR(CASO PRECISE)|GEE16010001|GERADOR DE ENERGIA ELÉTRICA|GERADOR DE ENERGIA ELÉTRICA|1{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1|04/12/2022|PMSEL03|EL}"
"500061344414|10{20{50{60{70{80{90{100{110{120{130|IR_PORTA PALLETS{V_ES_VERTICAL. E RETITUDE NIVEIS 1 E 2{V_ES_ PROTETOR DE COLUNA MOD. CANELEIRA{V_ES_ PROTETOR DE COLUNA COM GUIA LAT.{V_ES_ PROTETOR LATERAL DE CONJUNTO{V_ES_ PROTETOR TIPO GAIOLA{V_ES_ FIXAÇÃO SAPATAS{V_ES_ FIXAÇÃO LONGARINAS{V_ES_ FIXAÇÃO ELEMENTOS TRAVAMENTO{V_ES_ PISO RACHADURAS{V_ES_ NIVELAM. DE PISO >4mm|PPA16010007|RUA G - PORTA PALLET CONGELADOS|ESTRUTURAS PORTA PALLET - CONGELADOS|0,8{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1|09/12/2022|PMSME01|ME}"
"500061344415|10{20{50{60{70{80{90{100{110{120{130|IR_PORTA PALLETS{V_ES_VERTICAL. E RETITUDE NIVEIS 1 E 2{V_ES_ PROTETOR DE COLUNA MOD. CANELEIRA{V_ES_ PROTETOR DE COLUNA COM GUIA LAT.{V_ES_ PROTETOR LATERAL DE CONJUNTO{V_ES_ PROTETOR TIPO GAIOLA{V_ES_ FIXAÇÃO SAPATAS{V_ES_ FIXAÇÃO LONGARINAS{V_ES_ FIXAÇÃO ELEMENTOS TRAVAMENTO{V_ES_ PISO RACHADURAS{V_ES_ NIVELAM. DE PISO >4mm|PPA16010008|RUA H - PORTA PALLET CONGELADOS|ESTRUTURAS PORTA PALLET - CONGELADOS|0,8{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1|09/12/2022|PMSME01|ME}"
"500061344416|10{20{50{60{70{80{90{100{110{120{130|IR_PORTA PALLETS{V_ES_VERTICAL. E RETITUDE NIVEIS 1 E 2{V_ES_ PROTETOR DE COLUNA MOD. CANELEIRA{V_ES_ PROTETOR DE COLUNA COM GUIA LAT.{V_ES_ PROTETOR LATERAL DE CONJUNTO{V_ES_ PROTETOR TIPO GAIOLA{V_ES_ FIXAÇÃO SAPATAS{V_ES_ FIXAÇÃO LONGARINAS{V_ES_ FIXAÇÃO ELEMENTOS TRAVAMENTO{V_ES_ PISO RACHADURAS{V_ES_ NIVELAM. DE PISO >4mm|PPA16010009|RUA I - PORTA PALLET CONGELADOS|ESTRUTURAS PORTA PALLET - CONGELADOS|0,8{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1|09/12/2022|PMSME01|ME}"
"500061344417|10{20{50{60{70{80{90{100{110{120{130|IR_PORTA PALLETS{V_ES_VERTICAL. E RETITUDE NIVEIS 1 E 2{V_ES_ PROTETOR DE COLUNA MOD. CANELEIRA{V_ES_ PROTETOR DE COLUNA COM GUIA LAT.{V_ES_ PROTETOR LATERAL DE CONJUNTO{V_ES_ PROTETOR TIPO GAIOLA{V_ES_ FIXAÇÃO SAPATAS{V_ES_ FIXAÇÃO LONGARINAS{V_ES_ FIXAÇÃO ELEMENTOS TRAVAMENTO{V_ES_ PISO RACHADURAS{V_ES_ NIVELAM. DE PISO >4mm|PPA16010010|RUA J - PORTA PALLET CONGELADOS|ESTRUTURAS PORTA PALLET - CONGELADOS|0,8{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1|09/12/2022|PMSME01|ME}"
"500061344418|10{20{50{60{70{80{90{100{110{120{130|IR_PORTA PALLETS{V_ES_VERTICAL. E RETITUDE NIVEIS 1 E 2{V_ES_ PROTETOR DE COLUNA MOD. CANELEIRA{V_ES_ PROTETOR DE COLUNA COM GUIA LAT.{V_ES_ PROTETOR LATERAL DE CONJUNTO{V_ES_ PROTETOR TIPO GAIOLA{V_ES_ FIXAÇÃO SAPATAS{V_ES_ FIXAÇÃO LONGARINAS{V_ES_ FIXAÇÃO ELEMENTOS TRAVAMENTO{V_ES_ PISO RACHADURAS{V_ES_ NIVELAM. DE PISO >4mm|PPA16010011|RUA K - PORTA PALLET CONGELADOS|ESTRUTURAS PORTA PALLET - CONGELADOS|0,8{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1|09/12/2022|PMSME01|ME}"
"500061344419|10{20{50{60{70{80{90{100{110{120{130|IR_PORTA PALLETS{V_ES_VERTICAL. E RETITUDE NIVEIS 1 E 2{V_ES_ PROTETOR DE COLUNA MOD. CANELEIRA{V_ES_ PROTETOR DE COLUNA COM GUIA LAT.{V_ES_ PROTETOR LATERAL DE CONJUNTO{V_ES_ PROTETOR TIPO GAIOLA{V_ES_ FIXAÇÃO SAPATAS{V_ES_ FIXAÇÃO LONGARINAS{V_ES_ FIXAÇÃO ELEMENTOS TRAVAMENTO{V_ES_ PISO RACHADURAS{V_ES_ NIVELAM. DE PISO >4mm|PPA16010012|RUA L - PORTA PALLET CONGELADOS|ESTRUTURAS PORTA PALLET - CONGELADOS|0,8{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1|09/12/2022|PMSME01|ME}"
"500061344420|10{20{50{60{70{80{90{100{110{120{130|IR_PORTA PALLETS{V_ES_VERTICAL. E RETITUDE NIVEIS 1 E 2{V_ES_ PROTETOR DE COLUNA MOD. CANELEIRA{V_ES_ PROTETOR DE COLUNA COM GUIA LAT.{V_ES_ PROTETOR LATERAL DE CONJUNTO{V_ES_ PROTETOR TIPO GAIOLA{V_ES_ FIXAÇÃO SAPATAS{V_ES_ FIXAÇÃO LONGARINAS{V_ES_ FIXAÇÃO ELEMENTOS TRAVAMENTO{V_ES_ PISO RACHADURAS{V_ES_ NIVELAM. DE PISO >4mm|PPA16010013|RUA M - PORTA PALLET CONGELADOS|ESTRUTURAS PORTA PALLET - CONGELADOS|0,8{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1|09/12/2022|PMSME01|ME}"
"500061344421|10{20{50{60{70{80{90{100{110{120{130{140|IR_PUSH BACK{V_ES_VERTICAL. E RETITUDE NIVEIS 1 E 2{V_ES_ PROTETOR DE COLUNA MOD. CANELEIRA{V_ES_ PROTETOR DE COLUNA{V_ES_ PROTETOR GUIA LATERAL{V_ES_ PROTETOR LATERAL DE CONJUNTO{V_ES_ PROTETOR TIPO GAIOLA{V_ES_ FIXAÇÃO SAPATAS{V_ES_ FIXAÇÃO LONGARINAS{V_ES_ FIXAÇÃO ELEMENTOS TRAVAMENTO{V_ES_ PISO RACHADURAS{V_ES_ NIVELAM. DE PISO >4mm|PPA16010014|RUA N - PUSH-BACK CONGELADOS|ESTRUTURAS PUSH-BACK - CONGELADOS|2,5{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1|09/12/2022|PMSME01|ME}"
"500061344442|10{20{50{60{70{80{90{100{110{120{130|IR_PORTA PALLETS{V_ES_VERTICAL. E RETITUDE NIVEIS 1 E 2{V_ES_ PROTETOR DE COLUNA MOD. CANELEIRA{V_ES_ PROTETOR DE COLUNA COM GUIA LAT.{V_ES_ PROTETOR LATERAL DE CONJUNTO{V_ES_ PROTETOR TIPO GAIOLA{V_ES_ FIXAÇÃO SAPATAS{V_ES_ FIXAÇÃO LONGARINAS{V_ES_ FIXAÇÃO ELEMENTOS TRAVAMENTO{V_ES_ PISO RACHADURAS{V_ES_ NIVELAM. DE PISO >4mm|PPA16010015|RUA A - PORTA PALLET RESFRIADOS|ESTRUTURAS PORTA PALLET - RESFRIADOS|0,8{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1|09/12/2022|PMSME01|ME}"
"500061344443|10{20{50{60{70{80{90{100{110{120{130|IR_PORTA PALLETS{V_ES_VERTICAL. E RETITUDE NIVEIS 1 E 2{V_ES_ PROTETOR DE COLUNA MOD. CANELEIRA{V_ES_ PROTETOR DE COLUNA COM GUIA LAT.{V_ES_ PROTETOR LATERAL DE CONJUNTO{V_ES_ PROTETOR TIPO GAIOLA{V_ES_ FIXAÇÃO SAPATAS{V_ES_ FIXAÇÃO LONGARINAS{V_ES_ FIXAÇÃO ELEMENTOS TRAVAMENTO{V_ES_ PISO RACHADURAS{V_ES_ NIVELAM. DE PISO >4mm|PPA16010016|RUA B - PORTA PALLET RESFRIADOS|ESTRUTURAS PORTA PALLET - RESFRIADOS|0,8{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1|09/12/2022|PMSME01|ME}"
"500061344446|10{20{50{60{70{80{90{100{110{120{130|IR_PORTA PALLETS{V_ES_VERTICAL. E RETITUDE NIVEIS 1 E 2{V_ES_ PROTETOR DE COLUNA MOD. CANELEIRA{V_ES_ PROTETOR DE COLUNA COM GUIA LAT.{V_ES_ PROTETOR LATERAL DE CONJUNTO{V_ES_ PROTETOR TIPO GAIOLA{V_ES_ FIXAÇÃO SAPATAS{V_ES_ FIXAÇÃO LONGARINAS{V_ES_ FIXAÇÃO ELEMENTOS TRAVAMENTO{V_ES_ PISO RACHADURAS{V_ES_ NIVELAM. DE PISO >4mm|PPA16010017|RUA C - PORTA PALLET RESFRIADOS|ESTRUTURAS PORTA PALLET - RESFRIADOS|0,8{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1|09/12/2022|PMSME01|ME}"
"500061344447|10{20{50{60{70{80{90{100{110{120{130|IR_PORTA PALLETS{V_ES_VERTICAL. E RETITUDE NIVEIS 1 E 2{V_ES_ PROTETOR DE COLUNA MOD. CANELEIRA{V_ES_ PROTETOR DE COLUNA COM GUIA LAT.{V_ES_ PROTETOR LATERAL DE CONJUNTO{V_ES_ PROTETOR TIPO GAIOLA{V_ES_ FIXAÇÃO SAPATAS{V_ES_ FIXAÇÃO LONGARINAS{V_ES_ FIXAÇÃO ELEMENTOS TRAVAMENTO{V_ES_ PISO RACHADURAS{V_ES_ NIVELAM. DE PISO >4mm|PPA16010018|RUA D - PORTA PALLET RESFRIADOS|ESTRUTURAS PORTA PALLET - RESFRIADOS|0,8{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1|09/12/2022|PMSME01|ME}"
"500061344452|10{20{50{60{70{80{90{100{110{120{130|IR_PORTA PALLETS{V_ES_VERTICAL. E RETITUDE NIVEIS 1 E 2{V_ES_ PROTETOR DE COLUNA MOD. CANELEIRA{V_ES_ PROTETOR DE COLUNA COM GUIA LAT.{V_ES_ PROTETOR LATERAL DE CONJUNTO{V_ES_ PROTETOR TIPO GAIOLA{V_ES_ FIXAÇÃO SAPATAS{V_ES_ FIXAÇÃO LONGARINAS{V_ES_ FIXAÇÃO ELEMENTOS TRAVAMENTO{V_ES_ PISO RACHADURAS{V_ES_ NIVELAM. DE PISO >4mm|PPA16010019|RUA E - PORTA PALLET RESFRIADOS|ESTRUTURAS PORTA PALLET - RESFRIADOS|0,8{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1|09/12/2022|PMSME01|ME}"
"500061344453|10{20{50{60{70{80{90{100{110{120{130|IR_PORTA PALLETS{V_ES_VERTICAL. E RETITUDE NIVEIS 1 E 2{V_ES_ PROTETOR DE COLUNA MOD. CANELEIRA{V_ES_ PROTETOR DE COLUNA COM GUIA LAT.{V_ES_ PROTETOR LATERAL DE CONJUNTO{V_ES_ PROTETOR TIPO GAIOLA{V_ES_ FIXAÇÃO SAPATAS{V_ES_ FIXAÇÃO LONGARINAS{V_ES_ FIXAÇÃO ELEMENTOS TRAVAMENTO{V_ES_ PISO RACHADURAS{V_ES_ NIVELAM. DE PISO >4mm|PPA16010020|RUA F - PORTA PALLET RESFRIADOS|ESTRUTURAS PORTA PALLET - RESFRIADOS|0,8{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1|09/12/2022|PMSME01|ME}"
"500061344456|10{20{50{60{70{80{90{100{110{120{130|IR_PORTA PALLETS{V_ES_VERTICAL. E RETITUDE NIVEIS 1 E 2{V_ES_ PROTETOR DE COLUNA MOD. CANELEIRA{V_ES_ PROTETOR DE COLUNA COM GUIA LAT.{V_ES_ PROTETOR LATERAL DE CONJUNTO{V_ES_ PROTETOR TIPO GAIOLA{V_ES_ FIXAÇÃO SAPATAS{V_ES_ FIXAÇÃO LONGARINAS{V_ES_ FIXAÇÃO ELEMENTOS TRAVAMENTO{V_ES_ PISO RACHADURAS{V_ES_ NIVELAM. DE PISO >4mm|PPA16010021|RUA G - PORTA PALLET RESFRIADOS|ESTRUTURAS PORTA PALLET - RESFRIADOS|0,8{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1|09/12/2022|PMSME01|ME}"
"500061344457|10{20{50{60{70{80{90{100{110{120{130|IR_PORTA PALLETS{V_ES_VERTICAL. E RETITUDE NIVEIS 1 E 2{V_ES_ PROTETOR DE COLUNA MOD. CANELEIRA{V_ES_ PROTETOR DE COLUNA COM GUIA LAT.{V_ES_ PROTETOR LATERAL DE CONJUNTO{V_ES_ PROTETOR TIPO GAIOLA{V_ES_ FIXAÇÃO SAPATAS{V_ES_ FIXAÇÃO LONGARINAS{V_ES_ FIXAÇÃO ELEMENTOS TRAVAMENTO{V_ES_ PISO RACHADURAS{V_ES_ NIVELAM. DE PISO >4mm|PPA16010022|RUA H - PORTA PALLET RESFRIADOS|ESTRUTURAS PORTA PALLET - RESFRIADOS|0,8{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1|09/12/2022|PMSME01|ME}"
"500061344460|10{20{50{60{70{80{90{100{110{120{130|IR_PORTA PALLETS{V_ES_VERTICAL. E RETITUDE NIVEIS 1 E 2{V_ES_ PROTETOR DE COLUNA MOD. CANELEIRA{V_ES_ PROTETOR DE COLUNA COM GUIA LAT.{V_ES_ PROTETOR LATERAL DE CONJUNTO{V_ES_ PROTETOR TIPO GAIOLA{V_ES_ FIXAÇÃO SAPATAS{V_ES_ FIXAÇÃO LONGARINAS{V_ES_ FIXAÇÃO ELEMENTOS TRAVAMENTO{V_ES_ PISO RACHADURAS{V_ES_ NIVELAM. DE PISO >4mm|PPA16010023|RUA I - PORTA PALLET RESFRIADOS|ESTRUTURAS PORTA PALLET - RESFRIADOS|0,8{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1|09/12/2022|PMSME01|ME}"
"500061344461|10{20{50{60{70{80{90{100{110{120{130|IR_PORTA PALLETS{V_ES_VERTICAL. E RETITUDE NIVEIS 1 E 2{V_ES_ PROTETOR DE COLUNA MOD. CANELEIRA{V_ES_ PROTETOR DE COLUNA COM GUIA LAT.{V_ES_ PROTETOR LATERAL DE CONJUNTO{V_ES_ PROTETOR TIPO GAIOLA{V_ES_ FIXAÇÃO SAPATAS{V_ES_ FIXAÇÃO LONGARINAS{V_ES_ FIXAÇÃO ELEMENTOS TRAVAMENTO{V_ES_ PISO RACHADURAS{V_ES_ NIVELAM. DE PISO >4mm|PPA16010024|RUA J - PORTA PALLET RESFRIADOS|ESTRUTURAS PORTA PALLET - RESFRIADOS|0,8{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1{0,1|09/12/2022|PMSME01|ME}"
"500061587631|10{20{30{40{50{60{70{80{90{100{110{120{130{140{150{160{170{180{190{200{210{220{230{240{250{260{270{280{290{300{310{320{330{340{350{360{370{380{390{400{410{420{430{440{450{460{470{480{490{500{510{520{530{540{550{560{570{580{590{600{610{620{630{640|OP_CHECK LIST OPERACIONAL ESTRUTURAS{V_ES CHECK LIST SEGUNDA FEIRA{V_ES DEFORMACAO NAS LONGARINAS{V_ES DEFORMACAO NOS MONTANTES{V_ES ALINHAMENTO VERTICAL{V_ES ALINHAMENTO HORIZONTAL{V_ES AUSENCIA DE PROTECAO{V_ES CONDICAO DO PISO{V_ES CONDICOES DA UNIDADE DE CARGA{V_ES LIMPEZA{V_ES CHECK LIST TERCA FEIRA{V_ES DEFORMACAO NAS LONGARINAS{V_ES DEFORMACAO NOS MONTANTES{V_ES ALINHAMENTO VERTICAL{V_ES ALINHAMENTO HORIZONTAL{V_ES AUSENCIA DE PROTECAO{V_ES CONDICAO DO PISO{V_ES CONDICOES DA UNIDADE DE CARGA{V_ES LIMPEZA{V_ES CHECK LIST QUARTA FEIRA{V_ES DEFORMACAO NAS LONGARINAS{V_ES DEFORMACAO NOS MONTANTES{V_ES ALINHAMENTO VERTICAL{V_ES ALINHAMENTO HORIZONTAL{V_ES AUSENCIA DE PROTECAO{V_ES CONDICAO DO PISO{V_ES CONDICOES DA UNIDADE DE CARGA{V_ES LIMPEZA{V_ES CHECK LIST QUINTA FEIRA{V_ES DEFORMACAO NAS LONGARINAS{V_ES DEFORMACAO NOS MONTANTES{V_ES ALINHAMENTO VERTICAL{V_ES ALINHAMENTO HORIZONTAL{V_ES AUSENCIA DE PROTECAO{V_ES CONDICAO DO PISO{V_ES CONDICOES DA UNIDADE DE CARGA{V_ES LIMPEZA{V_ES CHECK LIST SEXTA FEIRA{V_ES DEFORMACAO NAS LONGARINAS{V_ES DEFORMACAO NOS MONTANTES{V_ES ALINHAMENTO VERTICAL{V_ES ALINHAMENTO HORIZONTAL{V_ES AUSENCIA DE PROTECAO{V_ES CONDICAO DO PISO{V_ES CONDICOES DA UNIDADE DE CARGA{V_ES LIMPEZA{V_ES CHECK LIST SABADO{V_ES DEFORMACAO NAS LONGARINAS{V_ES DEFORMACAO NOS MONTANTES{V_ES ALINHAMENTO VERTICAL{V_ES ALINHAMENTO HORIZONTAL{V_ES AUSENCIA DE PROTECAO{V_ES CONDICAO DO PISO{V_ES CONDICOES DA UNIDADE DE CARGA{V_ES LIMPEZA{V_ES CHECK LIST DOMINGO{V_ES DEFORMACAO NAS LONGARINAS{V_ES DEFORMACAO NOS MONTANTES{V_ES ALINHAMENTO VERTICAL{V_ES ALINHAMENTO HORIZONTAL{V_ES AUSENCIA DE PROTECAO{V_ES CONDICAO DO PISO{V_ES CONDICOES DA UNIDADE DE CARGA{V_ES LIMPEZA|PPA16010008|RUA H - PORTA PALLET CONGELADOS|ESTRUTURAS PORTA PALLET - CONGELADOS|0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5|02/12/2022|PMSME02|ME}"
"500061587632|10{20{30{40{50{60{70{80{90{100{110{120{130{140{150{160{170{180{190{200{210{220{230{240{250{260{270{280{290{300{310{320{330{340{350{360{370{380{390{400{410{420{430{440{450{460{470{480{490{500{510{520{530{540{550{560{570{580{590{600{610{620{630{640|OP_CHECK LIST OPERACIONAL ESTRUTURAS{V_ES CHECK LIST SEGUNDA FEIRA{V_ES DEFORMACAO NAS LONGARINAS{V_ES DEFORMACAO NOS MONTANTES{V_ES ALINHAMENTO VERTICAL{V_ES ALINHAMENTO HORIZONTAL{V_ES AUSENCIA DE PROTECAO{V_ES CONDICAO DO PISO{V_ES CONDICOES DA UNIDADE DE CARGA{V_ES LIMPEZA{V_ES CHECK LIST TERCA FEIRA{V_ES DEFORMACAO NAS LONGARINAS{V_ES DEFORMACAO NOS MONTANTES{V_ES ALINHAMENTO VERTICAL{V_ES ALINHAMENTO HORIZONTAL{V_ES AUSENCIA DE PROTECAO{V_ES CONDICAO DO PISO{V_ES CONDICOES DA UNIDADE DE CARGA{V_ES LIMPEZA{V_ES CHECK LIST QUARTA FEIRA{V_ES DEFORMACAO NAS LONGARINAS{V_ES DEFORMACAO NOS MONTANTES{V_ES ALINHAMENTO VERTICAL{V_ES ALINHAMENTO HORIZONTAL{V_ES AUSENCIA DE PROTECAO{V_ES CONDICAO DO PISO{V_ES CONDICOES DA UNIDADE DE CARGA{V_ES LIMPEZA{V_ES CHECK LIST QUINTA FEIRA{V_ES DEFORMACAO NAS LONGARINAS{V_ES DEFORMACAO NOS MONTANTES{V_ES ALINHAMENTO VERTICAL{V_ES ALINHAMENTO HORIZONTAL{V_ES AUSENCIA DE PROTECAO{V_ES CONDICAO DO PISO{V_ES CONDICOES DA UNIDADE DE CARGA{V_ES LIMPEZA{V_ES CHECK LIST SEXTA FEIRA{V_ES DEFORMACAO NAS LONGARINAS{V_ES DEFORMACAO NOS MONTANTES{V_ES ALINHAMENTO VERTICAL{V_ES ALINHAMENTO HORIZONTAL{V_ES AUSENCIA DE PROTECAO{V_ES CONDICAO DO PISO{V_ES CONDICOES DA UNIDADE DE CARGA{V_ES LIMPEZA{V_ES CHECK LIST SABADO{V_ES DEFORMACAO NAS LONGARINAS{V_ES DEFORMACAO NOS MONTANTES{V_ES ALINHAMENTO VERTICAL{V_ES ALINHAMENTO HORIZONTAL{V_ES AUSENCIA DE PROTECAO{V_ES CONDICAO DO PISO{V_ES CONDICOES DA UNIDADE DE CARGA{V_ES LIMPEZA{V_ES CHECK LIST DOMINGO{V_ES DEFORMACAO NAS LONGARINAS{V_ES DEFORMACAO NOS MONTANTES{V_ES ALINHAMENTO VERTICAL{V_ES ALINHAMENTO HORIZONTAL{V_ES AUSENCIA DE PROTECAO{V_ES CONDICAO DO PISO{V_ES CONDICOES DA UNIDADE DE CARGA{V_ES LIMPEZA|PPA16010009|RUA I - PORTA PALLET CONGELADOS|ESTRUTURAS PORTA PALLET - CONGELADOS|0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5|02/12/2022|PMSME02|ME}"
"500061587633|10{20{30{40{50{60{70{80{90{100{110{120{130{140{150{160{170{180{190{200{210{220{230{240{250{260{270{280{290{300{310{320{330{340{350{360{370{380{390{400{410{420{430{440{450{460{470{480{490{500{510{520{530{540{550{560{570{580{590{600{610{620{630{640|OP_CHECK LIST OPERACIONAL ESTRUTURAS{V_ES CHECK LIST SEGUNDA FEIRA{V_ES DEFORMACAO NAS LONGARINAS{V_ES DEFORMACAO NOS MONTANTES{V_ES ALINHAMENTO VERTICAL{V_ES ALINHAMENTO HORIZONTAL{V_ES AUSENCIA DE PROTECAO{V_ES CONDICAO DO PISO{V_ES CONDICOES DA UNIDADE DE CARGA{V_ES LIMPEZA{V_ES CHECK LIST TERCA FEIRA{V_ES DEFORMACAO NAS LONGARINAS{V_ES DEFORMACAO NOS MONTANTES{V_ES ALINHAMENTO VERTICAL{V_ES ALINHAMENTO HORIZONTAL{V_ES AUSENCIA DE PROTECAO{V_ES CONDICAO DO PISO{V_ES CONDICOES DA UNIDADE DE CARGA{V_ES LIMPEZA{V_ES CHECK LIST QUARTA FEIRA{V_ES DEFORMACAO NAS LONGARINAS{V_ES DEFORMACAO NOS MONTANTES{V_ES ALINHAMENTO VERTICAL{V_ES ALINHAMENTO HORIZONTAL{V_ES AUSENCIA DE PROTECAO{V_ES CONDICAO DO PISO{V_ES CONDICOES DA UNIDADE DE CARGA{V_ES LIMPEZA{V_ES CHECK LIST QUINTA FEIRA{V_ES DEFORMACAO NAS LONGARINAS{V_ES DEFORMACAO NOS MONTANTES{V_ES ALINHAMENTO VERTICAL{V_ES ALINHAMENTO HORIZONTAL{V_ES AUSENCIA DE PROTECAO{V_ES CONDICAO DO PISO{V_ES CONDICOES DA UNIDADE DE CARGA{V_ES LIMPEZA{V_ES CHECK LIST SEXTA FEIRA{V_ES DEFORMACAO NAS LONGARINAS{V_ES DEFORMACAO NOS MONTANTES{V_ES ALINHAMENTO VERTICAL{V_ES ALINHAMENTO HORIZONTAL{V_ES AUSENCIA DE PROTECAO{V_ES CONDICAO DO PISO{V_ES CONDICOES DA UNIDADE DE CARGA{V_ES LIMPEZA{V_ES CHECK LIST SABADO{V_ES DEFORMACAO NAS LONGARINAS{V_ES DEFORMACAO NOS MONTANTES{V_ES ALINHAMENTO VERTICAL{V_ES ALINHAMENTO HORIZONTAL{V_ES AUSENCIA DE PROTECAO{V_ES CONDICAO DO PISO{V_ES CONDICOES DA UNIDADE DE CARGA{V_ES LIMPEZA{V_ES CHECK LIST DOMINGO{V_ES DEFORMACAO NAS LONGARINAS{V_ES DEFORMACAO NOS MONTANTES{V_ES ALINHAMENTO VERTICAL{V_ES ALINHAMENTO HORIZONTAL{V_ES AUSENCIA DE PROTECAO{V_ES CONDICAO DO PISO{V_ES CONDICOES DA UNIDADE DE CARGA{V_ES LIMPEZA|PPA16010010|RUA J - PORTA PALLET CONGELADOS|ESTRUTURAS PORTA PALLET - CONGELADOS|0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5{0,5|02/12/2022|PMSME02|ME}"
